Name,Light_Years_From_Earth,Planet_Mass,Stellar_Magnitude,Discovery_Date 
K2-244 b,698,3.71 Earths,11.78,2018
K2-245 b,1512,17.4 Earths,12.212,2018
K2-246 b,2359,12 Earths,14.55,2018
K2-247 b,849,5.14 Earths,14.956,2018
K2-247 c,849,5.43 Earths,14.956,2018
K2-248 b,1339,7.13 Earths,13.402,2018
K2-249 b,1723,8.2 Earths,11.827,2018
K2-24 b,559,19 Earths,11.07,2016
K2-24 c,559,15.4 Earths,11.07,2016
K2-243 c,878,4.7 Earths,10.97,2018
K2-244 b,698,3.71 Earths,11.78,2018
K2-245 b,1512,17.4 Earths,12.212,2018
K2-246 b,2359,12 Earths,14.55,2018
K2-247 b,849,5.14 Earths,14.956,2018
K2-247 c,849,5.43 Earths,14.956,2018
K2-248 b,1339,7.13 Earths,13.402,2018
K2-249 b,1723,8.2 Earths,11.827,2018
K2-24 b,559,19 Earths,11.07,2016
K2-24 c,559,15.4 Earths,11.07,2016
K2-259 b,1377,5.99 Earths,12.536,2018
K2-25 b,147,11.6 Earths,15.881,2015
K2-260 b,2206,1.42 Jupiters,12.689,2018
K2-261 b,700,0.223 Jupiters,10.612,2018
K2-263 b,532,14.8 Earths,11.606,2018
K2-264 b,610,5.61 Earths,15.662,2018
K2-264 c,610,7.6 Earths,15.662,2018
K2-265 b,454,6.54 Earths,11.102,2018
K2-266 b,252,11.26782 Earths,11.808,2018
K2-266 c,252,0.29013 Earths,11.808,2018
K2-259 b,1377,5.99 Earths,12.536,2018
K2-25 b,147,11.6 Earths,15.881,2015
K2-260 b,2206,1.42 Jupiters,12.689,2018
K2-261 b,700,0.223 Jupiters,10.612,2018
K2-263 b,532,14.8 Earths,11.606,2018
K2-264 b,610,5.61 Earths,15.662,2018
K2-264 c,610,7.6 Earths,15.662,2018
K2-265 b,454,6.54 Earths,11.102,2018
K2-266 b,252,11.26782 Earths,11.808,2018
K2-266 c,252,0.29013 Earths,11.808,2018
K2-259 b,1377,5.99 Earths,12.536,2018
K2-25 b,147,11.6 Earths,15.881,2015
K2-260 b,2206,1.42 Jupiters,12.689,2018
K2-261 b,700,0.223 Jupiters,10.612,2018
K2-263 b,532,14.8 Earths,11.606,2018
K2-264 b,610,5.61 Earths,15.662,2018
K2-264 c,610,7.6 Earths,15.662,2018
K2-265 b,454,6.54 Earths,11.102,2018
K2-266 b,252,11.26782 Earths,11.808,2018
K2-266 c,252,0.29013 Earths,11.808,2018
K2-259 b,1377,5.99 Earths,12.536,2018
K2-25 b,147,11.6 Earths,15.881,2015
K2-260 b,2206,1.42 Jupiters,12.689,2018
K2-261 b,700,0.223 Jupiters,10.612,2018
K2-263 b,532,14.8 Earths,11.606,2018
K2-264 b,610,5.61 Earths,15.662,2018
K2-264 c,610,7.6 Earths,15.662,2018
K2-265 b,454,6.54 Earths,11.102,2018
K2-266 b,252,11.26782 Earths,11.808,2018
K2-266 c,252,0.29013 Earths,11.808,2018
K2-259 b,1377,5.99 Earths,12.536,2018
K2-25 b,147,11.6 Earths,15.881,2015
K2-260 b,2206,1.42 Jupiters,12.689,2018
K2-261 b,700,0.223 Jupiters,10.612,2018
K2-263 b,532,14.8 Earths,11.606,2018
K2-264 b,610,5.61 Earths,15.662,2018
K2-264 c,610,7.6 Earths,15.662,2018
K2-265 b,454,6.54 Earths,11.102,2018
K2-266 b,252,11.26782 Earths,11.808,2018
K2-266 c,252,0.29013 Earths,11.808,2018
K2-273 b,1013,17.9 Earths,13.371,2018
K2-274 b,759,5.48 Earths,13.086,2018
K2-275 b,405,5.65 Earths,12.063,2018
K2-275 c,405,6.08 Earths,12.063,2018
K2-276 b,1598,13.7 Earths,14.627,2018
K2-277 b,370,4.94 Earths,10.364,2018
K2-278 b,2623,9.17 Earths,13.412,2018
K2-279 b,600,1.92 Earths,11.491,2018
K2-27 b,820,30.9 Earths,12.64,2016
K2-280 b,1295,0.144 Jupiters,12.536,2018
K2-273 b,1013,17.9 Earths,13.371,2018
K2-274 b,759,5.48 Earths,13.086,2018
K2-275 b,405,5.65 Earths,12.063,2018
K2-275 c,405,6.08 Earths,12.063,2018
K2-276 b,1598,13.7 Earths,14.627,2018
K2-277 b,370,4.94 Earths,10.364,2018
K2-278 b,2623,9.17 Earths,13.412,2018
K2-279 b,600,1.92 Earths,11.491,2018
K2-27 b,820,30.9 Earths,12.64,2016
K2-280 b,1295,0.144 Jupiters,12.536,2018
K2-273 b,1013,17.9 Earths,13.371,2018
K2-274 b,759,5.48 Earths,13.086,2018
K2-275 b,405,5.65 Earths,12.063,2018
K2-275 c,405,6.08 Earths,12.063,2018
K2-276 b,1598,13.7 Earths,14.627,2018
K2-277 b,370,4.94 Earths,10.364,2018
K2-278 b,2623,9.17 Earths,13.412,2018
K2-279 b,600,1.92 Earths,11.491,2018
K2-27 b,820,30.9 Earths,12.64,2016
K2-280 b,1295,0.144 Jupiters,12.536,2018
K2-273 b,1013,17.9 Earths,13.371,2018
K2-274 b,759,5.48 Earths,13.086,2018
K2-275 b,405,5.65 Earths,12.063,2018
K2-275 c,405,6.08 Earths,12.063,2018
K2-276 b,1598,13.7 Earths,14.627,2018
K2-277 b,370,4.94 Earths,10.364,2018
K2-278 b,2623,9.17 Earths,13.412,2018
K2-279 b,600,1.92 Earths,11.491,2018
K2-27 b,820,30.9 Earths,12.64,2016
K2-280 b,1295,0.144 Jupiters,12.536,2018
K2-281 b,1520,0.16 Jupiters,15.117,2018
K2-282 b,1638,8.35 Earths,14.042,2018
K2-283 b,1332,12.2 Earths,14.445,2018
K2-284 b,351,8.15 Earths,13.322,2018
K2-285 b,508,9.68 Earths,12.03,2018
K2-285 c,508,15.68 Earths,12.03,2018
K2-285 d,508,6.5 Earths,12.03,2018
K2-285 e,508,10.7 Earths,12.03,2018
K2-286 b,249,5.06 Earths,12.763,2018
K2-287 b,519,0.315 Jupiters,11.41,2018
K2-281 b,1520,0.16 Jupiters,15.117,2018
K2-282 b,1638,8.35 Earths,14.042,2018
K2-283 b,1332,12.2 Earths,14.445,2018
K2-284 b,351,8.15 Earths,13.322,2018
K2-285 b,508,9.68 Earths,12.03,2018
K2-285 c,508,15.68 Earths,12.03,2018
K2-285 d,508,6.5 Earths,12.03,2018
K2-285 e,508,10.7 Earths,12.03,2018
K2-286 b,249,5.06 Earths,12.763,2018
K2-287 b,519,0.315 Jupiters,11.41,2018
K2-281 b,1520,0.16 Jupiters,15.117,2018
K2-282 b,1638,8.35 Earths,14.042,2018
K2-283 b,1332,12.2 Earths,14.445,2018
K2-284 b,351,8.15 Earths,13.322,2018
K2-285 b,508,9.68 Earths,12.03,2018
K2-285 c,508,15.68 Earths,12.03,2018
K2-285 d,508,6.5 Earths,12.03,2018
K2-285 e,508,10.7 Earths,12.03,2018
K2-286 b,249,5.06 Earths,12.763,2018
K2-287 b,519,0.315 Jupiters,11.41,2018
K2-281 b,1520,0.16 Jupiters,15.117,2018
K2-282 b,1638,8.35 Earths,14.042,2018
K2-283 b,1332,12.2 Earths,14.445,2018
K2-284 b,351,8.15 Earths,13.322,2018
K2-285 b,508,9.68 Earths,12.03,2018
K2-285 c,508,15.68 Earths,12.03,2018
K2-285 d,508,6.5 Earths,12.03,2018
K2-285 e,508,10.7 Earths,12.03,2018
K2-286 b,249,5.06 Earths,12.763,2018
K2-287 b,519,0.315 Jupiters,11.41,2018
K2-29 b,585,0.73 Jupiters,12.526,2016
K2-308 b,,0.222 Jupiters,14.963,2019
K2-30 b,1097,0.579 Jupiters,13.53,2016
K2-315 b,185,0.809 Earths,17.67,2020
K2-316 b,368,2.33 Earths,15.514,2020
K2-316 c,368,4.01 Earths,15.514,2020
K2-317 b,578,8.91 Earths,16.639,2020
K2-318 b,484,3.39 Earths,15.269,2020
K2-319 b,687,8.2 Earths,12.172,2020
K2-31 b,362,1.774 Jupiters,10.775,2016
K2-29 b,585,0.73 Jupiters,12.526,2016
K2-308 b,,0.222 Jupiters,14.963,2019
K2-30 b,1097,0.579 Jupiters,13.53,2016
K2-315 b,185,0.809 Earths,17.67,2020
K2-316 b,368,2.33 Earths,15.514,2020
K2-316 c,368,4.01 Earths,15.514,2020
K2-317 b,578,8.91 Earths,16.639,2020
K2-318 b,484,3.39 Earths,15.269,2020
K2-319 b,687,8.2 Earths,12.172,2020
K2-31 b,362,1.774 Jupiters,10.775,2016
K2-29 b,585,0.73 Jupiters,12.526,2016
K2-308 b,,0.222 Jupiters,14.963,2019
K2-30 b,1097,0.579 Jupiters,13.53,2016
K2-315 b,185,0.809 Earths,17.67,2020
K2-316 b,368,2.33 Earths,15.514,2020
K2-316 c,368,4.01 Earths,15.514,2020
K2-317 b,578,8.91 Earths,16.639,2020
K2-318 b,484,3.39 Earths,15.269,2020
K2-319 b,687,8.2 Earths,12.172,2020
K2-31 b,362,1.774 Jupiters,10.775,2016
K2-29 b,585,0.73 Jupiters,12.526,2016
K2-308 b,,0.222 Jupiters,14.963,2019
K2-30 b,1097,0.579 Jupiters,13.53,2016
K2-315 b,185,0.809 Earths,17.67,2020
K2-316 b,368,2.33 Earths,15.514,2020
K2-316 c,368,4.01 Earths,15.514,2020
K2-317 b,578,8.91 Earths,16.639,2020
K2-318 b,484,3.39 Earths,15.269,2020
K2-319 b,687,8.2 Earths,12.172,2020
K2-31 b,362,1.774 Jupiters,10.775,2016
K2-29 b,585,0.73 Jupiters,12.526,2016
K2-308 b,,0.222 Jupiters,14.963,2019
K2-30 b,1097,0.579 Jupiters,13.53,2016
K2-315 b,185,0.809 Earths,17.67,2020
K2-316 b,368,2.33 Earths,15.514,2020
K2-316 c,368,4.01 Earths,15.514,2020
K2-317 b,578,8.91 Earths,16.639,2020
K2-318 b,484,3.39 Earths,15.269,2020
K2-319 b,687,8.2 Earths,12.172,2020
K2-31 b,362,1.774 Jupiters,10.775,2016
K2-29 b,585,0.73 Jupiters,12.526,2016
K2-308 b,,0.222 Jupiters,14.963,2019
K2-30 b,1097,0.579 Jupiters,13.53,2016
K2-315 b,185,0.809 Earths,17.67,2020
K2-316 b,368,2.33 Earths,15.514,2020
K2-316 c,368,4.01 Earths,15.514,2020
K2-317 b,578,8.91 Earths,16.639,2020
K2-318 b,484,3.39 Earths,15.269,2020
K2-319 b,687,8.2 Earths,12.172,2020
K2-31 b,362,1.774 Jupiters,10.775,2016
K2-320 b,356,7.37 Earths,16.355,2020
K2-321 b,254,4.46 Earths,13.677,2020
K2-322 b,404,4.35 Earths,13.941,2020
K2-323 b,387,5.06 Earths,14.932,2020
K2-324 b,447,6.48 Earths,15.399,2020
K2-325 b,365,5.48 Earths,16.137,2020
K2-326 b,928,5.82 Earths,15.342,2020
K2-329 b,751,0.26 Jupiters,12.697,2020
K2-32 b,517,16.5 Earths,12.31,2016
K2-32 c,517,12.1 Earths,12.31,2016
K2-32 d,517,10.3 Earths,12.31,2016
K2-32 e,517,1.01 Earths,12.31,2019
K2-33 b,456,3.7 Jupiters,15.714,2016
K2-34 b,1149,1.698 Jupiters,11.548,2016
K2-35 b,830,2.3 Earths,14.35,2016
K2-35 c,830,4.38 Earths,14.35,2016
K2-36 b,359,3.9 Earths,11.8,2016
K2-36 c,359,7.8 Earths,11.8,2016
K2-37 b,590,3.22 Earths,12.52,2016
K2-37 c,590,8 Earths,12.52,2016
K2-32 d,517,10.3 Earths,12.31,2016
K2-32 e,517,1.01 Earths,12.31,2019
K2-33 b,456,3.7 Jupiters,15.714,2016
K2-34 b,1149,1.698 Jupiters,11.548,2016
K2-35 b,830,2.3 Earths,14.35,2016
K2-35 c,830,4.38 Earths,14.35,2016
K2-36 b,359,3.9 Earths,11.8,2016
K2-36 c,359,7.8 Earths,11.8,2016
K2-37 b,590,3.22 Earths,12.52,2016
K2-37 c,590,8 Earths,12.52,2016
K2-32 d,517,10.3 Earths,12.31,2016
K2-32 e,517,1.01 Earths,12.31,2019
K2-33 b,456,3.7 Jupiters,15.714,2016
K2-34 b,1149,1.698 Jupiters,11.548,2016
K2-35 b,830,2.3 Earths,14.35,2016
K2-35 c,830,4.38 Earths,14.35,2016
K2-36 b,359,3.9 Earths,11.8,2016
K2-36 c,359,7.8 Earths,11.8,2016
K2-37 b,590,3.22 Earths,12.52,2016
K2-37 c,590,8 Earths,12.52,2016
K2-37 d,590,7.9 Earths,12.52,2016
K2-38 b,632,19.0698 Earths,11.39,2016
K2-38 c,632,9.9 Earths,11.39,2016
K2-39 b,1012,28.6047 Earths,10.83,2016
K2-3 b,147,6.48 Earths,12.17,2015
K2-3 c,147,2.14 Earths,12.17,2015
K2-3 d,147,2.8 Earths,12.17,2015
K2-42 b,1309,5.27 Earths,15.023,2016
K2-43 b,599,18.5 Earths,15.596,2016
K2-43 c,599,6.44 Earths,15.596,2019
K2-54 b,574,1.6 Earths,14.042,2016
K2-55 b,523,14 Earths,13.546,2016
K2-57 b,868,5.06 Earths,14.501,2016
K2-58 b,596,7.65 Earths,12.378,2016
K2-58 c,596,3.26 Earths,12.378,2016
K2-58 d,596,3.57 Earths,12.378,2016
K2-59 b,1025,6.39 Earths,14.226,2016
K2-59 c,1025,5.9 Earths,14.226,2016
K2-5 b,666,4.31 Earths,14.91,2015
K2-5 c,666,5.73 Earths,14.91,2015
K2-60 b,1627,0.426 Jupiters,12.789,2016
K2-61 b,1339,6.71 Earths,12.991,2016
K2-62 b,368,5.22 Earths,12.397,2016
K2-62 c,368,5.22 Earths,12.397,2016
K2-63 b,1711,10.5 Earths,12.876,2016
K2-63 c,1711,14.5 Earths,12.876,2016
K2-64 b,1653,4.94 Earths,14.086,2016
K2-65 b,255,3.12 Earths,10.801,2016
K2-66 b,1698,21.3 Earths,11.71,2016
K2-68 b,553,3.12 Earths,12.977,2016
K2-60 b,1627,0.426 Jupiters,12.789,2016
K2-61 b,1339,6.71 Earths,12.991,2016
K2-62 b,368,5.22 Earths,12.397,2016
K2-62 c,368,5.22 Earths,12.397,2016
K2-63 b,1711,10.5 Earths,12.876,2016
K2-63 c,1711,14.5 Earths,12.876,2016
K2-64 b,1653,4.94 Earths,14.086,2016
K2-65 b,255,3.12 Earths,10.801,2016
K2-66 b,1698,21.3 Earths,11.71,2016
K2-68 b,553,3.12 Earths,12.977,2016
K2-60 b,1627,0.426 Jupiters,12.789,2016
K2-61 b,1339,6.71 Earths,12.991,2016
K2-62 b,368,5.22 Earths,12.397,2016
K2-62 c,368,5.22 Earths,12.397,2016
K2-63 b,1711,10.5 Earths,12.876,2016
K2-63 c,1711,14.5 Earths,12.876,2016
K2-64 b,1653,4.94 Earths,14.086,2016
K2-65 b,255,3.12 Earths,10.801,2016
K2-66 b,1698,21.3 Earths,11.71,2016
K2-68 b,553,3.12 Earths,12.977,2016
K2-60 b,1627,0.426 Jupiters,12.789,2016
K2-61 b,1339,6.71 Earths,12.991,2016
K2-62 b,368,5.22 Earths,12.397,2016
K2-62 c,368,5.22 Earths,12.397,2016
K2-63 b,1711,10.5 Earths,12.876,2016
K2-63 c,1711,14.5 Earths,12.876,2016
K2-64 b,1653,4.94 Earths,14.086,2016
K2-65 b,255,3.12 Earths,10.801,2016
K2-66 b,1698,21.3 Earths,11.71,2016
K2-68 b,553,3.12 Earths,12.977,2016
K2-60 b,1627,0.426 Jupiters,12.789,2016
K2-61 b,1339,6.71 Earths,12.991,2016
K2-62 b,368,5.22 Earths,12.397,2016
K2-62 c,368,5.22 Earths,12.397,2016
K2-63 b,1711,10.5 Earths,12.876,2016
K2-63 c,1711,14.5 Earths,12.876,2016
K2-64 b,1653,4.94 Earths,14.086,2016
K2-65 b,255,3.12 Earths,10.801,2016
K2-66 b,1698,21.3 Earths,11.71,2016
K2-68 b,553,3.12 Earths,12.977,2016
K2-60 b,1627,0.426 Jupiters,12.789,2016
K2-61 b,1339,6.71 Earths,12.991,2016
K2-62 b,368,5.22 Earths,12.397,2016
K2-62 c,368,5.22 Earths,12.397,2016
K2-63 b,1711,10.5 Earths,12.876,2016
K2-63 c,1711,14.5 Earths,12.876,2016
K2-64 b,1653,4.94 Earths,14.086,2016
K2-65 b,255,3.12 Earths,10.801,2016
K2-66 b,1698,21.3 Earths,11.71,2016
K2-68 b,553,3.12 Earths,12.977,2016
K2-60 b,1627,0.426 Jupiters,12.789,2016
K2-61 b,1339,6.71 Earths,12.991,2016
K2-62 b,368,5.22 Earths,12.397,2016
K2-62 c,368,5.22 Earths,12.397,2016
K2-63 b,1711,10.5 Earths,12.876,2016
K2-63 c,1711,14.5 Earths,12.876,2016
K2-64 b,1653,4.94 Earths,14.086,2016
K2-65 b,255,3.12 Earths,10.801,2016
K2-66 b,1698,21.3 Earths,11.71,2016
K2-68 b,553,3.12 Earths,12.977,2016
K2-69 b,592,5.99 Earths,15.057,2016
K2-6 b,1043,6.8 Earths,12.654,2015
K2-70 b,765,8.7 Earths,12.989,2016
K2-71 b,502,5.27 Earths,15.189,2016
K2-72 b,217,1.28 Earths,15.309,2016
K2-72 c,217,1.65 Earths,15.309,2016
K2-72 d,217,1.01 Earths,15.309,2016
K2-72 e,217,2.21 Earths,15.309,2016
K2-73 b,885,6.57 Earths,11.345,2016
K2-74 b,1246,5.95 Earths,12.588,2016
K2-69 b,592,5.99 Earths,15.057,2016
K2-6 b,1043,6.8 Earths,12.654,2015
K2-70 b,765,8.7 Earths,12.989,2016
K2-71 b,502,5.27 Earths,15.189,2016
K2-72 b,217,1.28 Earths,15.309,2016
K2-72 c,217,1.65 Earths,15.309,2016
K2-72 d,217,1.01 Earths,15.309,2016
K2-72 e,217,2.21 Earths,15.309,2016
K2-73 b,885,6.57 Earths,11.345,2016
K2-74 b,1246,5.95 Earths,12.588,2016
K2-69 b,592,5.99 Earths,15.057,2016
K2-6 b,1043,6.8 Earths,12.654,2015
K2-70 b,765,8.7 Earths,12.989,2016
K2-71 b,502,5.27 Earths,15.189,2016
K2-72 b,217,1.28 Earths,15.309,2016
K2-72 c,217,1.65 Earths,15.309,2016
K2-72 d,217,1.01 Earths,15.309,2016
K2-72 e,217,2.21 Earths,15.309,2016
K2-73 b,885,6.57 Earths,11.345,2016
K2-74 b,1246,5.95 Earths,12.588,2016
K2-75 b,1862,7.61 Earths,12.701,2016
K2-75 c,1862,8.1 Earths,12.701,2016
K2-77 b,464,1.9 Jupiters,12.158,2016
K2-79 b,841,13.2 Earths,12.075,2016
K2-7 b,2462,7.61 Earths,13.213,2015
K2-80 b,659,4.7 Earths,12.626,2016
K2-80 c,659,2.76 Earths,12.626,2016
K2-80 d,659,7.04 Earths,12.626,2018
K2-81 b,829,4.54 Earths,14.364,2016
K2-83 b,411,2.08 Earths,14.514,2016
KELT-1 b,855,27.23 Jupiters,10.701,2012
KELT-20 b,456,3.382 Jupiters,7.58,2017
KELT-21 b,1354,3.91 Jupiters,10.541,2018
KELT-23 A b,409,0.938 Jupiters,10.253,2019
KELT-24 b,313,5.18 Jupiters,8.332,2019
KELT-2 A b,439,1.7 Jupiters,8.713,2012
KELT-3 b,689,1.94 Jupiters,9.873,2013
KELT-4 A b,685,0.902 Jupiters,9.98,2016
KELT-6 b,791,0.52 Jupiters,10.418,2014
KELT-6 c,791,3.71 Jupiters,10.418,2015
KELT-1 b,855,27.23 Jupiters,10.701,2012
KELT-20 b,456,3.382 Jupiters,7.58,2017
KELT-21 b,1354,3.91 Jupiters,10.541,2018
KELT-23 A b,409,0.938 Jupiters,10.253,2019
KELT-24 b,313,5.18 Jupiters,8.332,2019
KELT-2 A b,439,1.7 Jupiters,8.713,2012
KELT-3 b,689,1.94 Jupiters,9.873,2013
KELT-4 A b,685,0.902 Jupiters,9.98,2016
KELT-6 b,791,0.52 Jupiters,10.418,2014
KELT-6 c,791,3.71 Jupiters,10.418,2015
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
Kepler-1001 b,3291,10.1 Earths,15.33,2016
Kepler-1001 c,3291,3.11 Earths,15.33,2020
Kepler-1002 b,1386,3.57 Earths,11.647,2016
Kepler-1003 b,2848,3.82 Earths,14.023,2016
Kepler-1004 b,3523,32.5 Earths,13.4,2016
Kepler-1005 b,1680,2.86 Earths,13.184,2016
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
Kepler-1001 b,3291,10.1 Earths,15.33,2016
Kepler-1001 c,3291,3.11 Earths,15.33,2020
Kepler-1002 b,1386,3.57 Earths,11.647,2016
Kepler-1003 b,2848,3.82 Earths,14.023,2016
Kepler-1004 b,3523,32.5 Earths,13.4,2016
Kepler-1005 b,1680,2.86 Earths,13.184,2016
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
Kepler-1001 b,3291,10.1 Earths,15.33,2016
Kepler-1001 c,3291,3.11 Earths,15.33,2020
Kepler-1002 b,1386,3.57 Earths,11.647,2016
Kepler-1003 b,2848,3.82 Earths,14.023,2016
Kepler-1004 b,3523,32.5 Earths,13.4,2016
Kepler-1005 b,1680,2.86 Earths,13.184,2016
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
Kepler-1001 b,3291,10.1 Earths,15.33,2016
Kepler-1001 c,3291,3.11 Earths,15.33,2020
Kepler-1002 b,1386,3.57 Earths,11.647,2016
Kepler-1003 b,2848,3.82 Earths,14.023,2016
Kepler-1004 b,3523,32.5 Earths,13.4,2016
Kepler-1005 b,1680,2.86 Earths,13.184,2016
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
Kepler-1001 b,3291,10.1 Earths,15.33,2016
Kepler-1001 c,3291,3.11 Earths,15.33,2020
Kepler-1002 b,1386,3.57 Earths,11.647,2016
Kepler-1003 b,2848,3.82 Earths,14.023,2016
Kepler-1004 b,3523,32.5 Earths,13.4,2016
Kepler-1005 b,1680,2.86 Earths,13.184,2016
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
Kepler-1001 b,3291,10.1 Earths,15.33,2016
Kepler-1001 c,3291,3.11 Earths,15.33,2020
Kepler-1002 b,1386,3.57 Earths,11.647,2016
Kepler-1003 b,2848,3.82 Earths,14.023,2016
Kepler-1004 b,3523,32.5 Earths,13.4,2016
Kepler-1005 b,1680,2.86 Earths,13.184,2016
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
Kepler-1001 b,3291,10.1 Earths,15.33,2016
Kepler-1001 c,3291,3.11 Earths,15.33,2020
Kepler-1002 b,1386,3.57 Earths,11.647,2016
Kepler-1003 b,2848,3.82 Earths,14.023,2016
Kepler-1004 b,3523,32.5 Earths,13.4,2016
Kepler-1005 b,1680,2.86 Earths,13.184,2016
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
Kepler-1001 b,3291,10.1 Earths,15.33,2016
Kepler-1001 c,3291,3.11 Earths,15.33,2020
Kepler-1002 b,1386,3.57 Earths,11.647,2016
Kepler-1003 b,2848,3.82 Earths,14.023,2016
Kepler-1004 b,3523,32.5 Earths,13.4,2016
Kepler-1005 b,1680,2.86 Earths,13.184,2016
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
Kepler-1001 b,3291,10.1 Earths,15.33,2016
Kepler-1001 c,3291,3.11 Earths,15.33,2020
Kepler-1002 b,1386,3.57 Earths,11.647,2016
Kepler-1003 b,2848,3.82 Earths,14.023,2016
Kepler-1004 b,3523,32.5 Earths,13.4,2016
Kepler-1005 b,1680,2.86 Earths,13.184,2016
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
Kepler-1001 b,3291,10.1 Earths,15.33,2016
Kepler-1001 c,3291,3.11 Earths,15.33,2020
Kepler-1002 b,1386,3.57 Earths,11.647,2016
Kepler-1003 b,2848,3.82 Earths,14.023,2016
Kepler-1004 b,3523,32.5 Earths,13.4,2016
Kepler-1005 b,1680,2.86 Earths,13.184,2016
Kepler-1013 b,1412,5.27 Earths,14.408,2016
Kepler-1014 b,2192,6.3 Earths,14.627,2016
Kepler-1015 b,3040,12.3 Earths,12.759,2016
Kepler-1016 b,4042,5.39 Earths,15.319,2016
Kepler-1016 c,4042,13.1 Earths,15.319,2016
Kepler-1017 b,1807,4.62 Earths,14.115,2016
Kepler-1018 b,2916,7.18 Earths,15.014,2016
Kepler-1019 b,646,2.73 Earths,13.593,2016
Kepler-101 b,3110,0.16 Jupiters,13.8,2014
Kepler-101 c,3110,3.78 Earths,13.8,2014
Kepler-1013 b,1412,5.27 Earths,14.408,2016
Kepler-1014 b,2192,6.3 Earths,14.627,2016
Kepler-1015 b,3040,12.3 Earths,12.759,2016
Kepler-1016 b,4042,5.39 Earths,15.319,2016
Kepler-1016 c,4042,13.1 Earths,15.319,2016
Kepler-1017 b,1807,4.62 Earths,14.115,2016
Kepler-1018 b,2916,7.18 Earths,15.014,2016
Kepler-1019 b,646,2.73 Earths,13.593,2016
Kepler-101 b,3110,0.16 Jupiters,13.8,2014
Kepler-101 c,3110,3.78 Earths,13.8,2014
Kepler-1013 b,1412,5.27 Earths,14.408,2016
Kepler-1014 b,2192,6.3 Earths,14.627,2016
Kepler-1015 b,3040,12.3 Earths,12.759,2016
Kepler-1016 b,4042,5.39 Earths,15.319,2016
Kepler-1016 c,4042,13.1 Earths,15.319,2016
Kepler-1017 b,1807,4.62 Earths,14.115,2016
Kepler-1018 b,2916,7.18 Earths,15.014,2016
Kepler-1019 b,646,2.73 Earths,13.593,2016
Kepler-101 b,3110,0.16 Jupiters,13.8,2014
Kepler-101 c,3110,3.78 Earths,13.8,2014
Kepler-102 b,353,4.3 Earths,11.478,2014
Kepler-102 c,353,3 Earths,11.478,2014
Kepler-102 d,353,3.8 Earths,11.478,2014
Kepler-102 e,353,8.93 Earths,11.478,2013
Kepler-102 f,353,5.2 Earths,11.478,2014
Kepler-1030 b,2593,6.71 Earths,15.716,2016
Kepler-1031 b,2417,0.59 Earths,13.8,2016
Kepler-1032 b,1980,4.16 Earths,15.799,2016
Kepler-1033 b,4648,6.85 Earths,15.929,2016
Kepler-1034 b,2303,5.73 Earths,15.074,2016
Kepler-102 b,353,4.3 Earths,11.478,2014
Kepler-102 c,353,3 Earths,11.478,2014
Kepler-102 d,353,3.8 Earths,11.478,2014
Kepler-102 e,353,8.93 Earths,11.478,2013
Kepler-102 f,353,5.2 Earths,11.478,2014
Kepler-1030 b,2593,6.71 Earths,15.716,2016
Kepler-1031 b,2417,0.59 Earths,13.8,2016
Kepler-1032 b,1980,4.16 Earths,15.799,2016
